ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,eu_tour,unwto_oecd_tour,adr
2,0,49390,101,560154,810,8,1927745,53228863,NULL,Tomáš Lengvarský,Smižany,Tomášovská 129/33,5311,09/09/2020,10/08/2020,FALSE,SUSR,10/09/2020 02:20,10/09/2020 02:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,1,49390,101,526355,810,8,1601599,48213217,NULL,Ján Brutovský,Spišská Nová Ves,Javorová 2017/11,5201,31/07/2017,22/06/2015,FALSE,SUSR,17/05/2016 23:46,01/08/2017 18:37,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1804099,52000206,NULL,Róbert Čarnoký,Spišská Nová Ves,P.Jilemnického 2528/21,5205,05/11/2018,03/10/2018,FALSE,SUSR,06/11/2018 02:13,06/11/2018 02:13,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,868989,45638187,1078711909,Martin Vernarský,Spišská Nová Ves,E. M. Šoltésovej 2763/3,5201,02/08/2017,07/09/2016,FALSE,SUSR,17/05/2016 23:08,02/08/2017 15:38,FALSE,2017-06-24,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,525634,808,8,1772724,51713063,NULL,Ľuboš Lukáč,Dobšiná,Záhradná 726/3,4925,05/06/2018,02/05/2018,FALSE,SUSR,06/06/2018 08:31,06/06/2018 08:31,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1722903,51051052,NULL,Petra Tichá,Spišská Nová Ves,Česká 2570/2,5201,06/10/2017,15/09/2017,FALSE,SUSR,07/10/2017 03:14,07/10/2017 03:14,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1829977,52255654,NULL,Patrik Baluch,Spišská Nová Ves,M. Gorkého 1639/15,5201,03/12/2019,22/02/2019,FALSE,SUSR,05/04/2019 02:14,04/12/2019 02:07,FALSE,2019-11-07,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,543616,810,8,1464507,47349123,NULL,Peter Záhradník,Spišský Hrušov,Spišský Hrušov 223,5363,04/11/2020,26/09/2018,FALSE,SUSR,17/05/2016 23:32,05/11/2020 02:10,FALSE,2020-10-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišský Hrušov,Spišský Hrušov,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,560154,810,8,1940221,53370899,NULL,Michal Antony,Smižany,Komenského 484/6,5311,04/11/2020,14/10/2020,FALSE,SUSR,05/11/2020 02:23,05/11/2020 02:23,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,560154,810,8,1725834,51169622,NULL,Jozef Ondko,Smižany,Rázusova 746/12,5311,03/11/2017,11/10/2017,FALSE,SUSR,04/11/2017 19:06,04/11/2017 19:06,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1526039,47641363,NULL,Ing. Branislav Štofan,Spišská Nová Ves,Javorová 2015/6,5201,31/07/2017,06/01/2014,FALSE,SUSR,17/05/2016 23:38,01/08/2017 17:39,FALSE,2014-11-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1455092,33059934,NULL,František Nálepka,Spišská Nová Ves,Brezová 958/2,5201,03/12/2019,23/01/2013,FALSE,SUSR,17/05/2016 23:31,04/12/2019 02:04,FALSE,2019-11-23,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,112945,41691083,1075219387,Marek Kapec,Spišská Nová Ves,Moravská 2566/4,5201,05/11/2019,01/02/2017,FALSE,SUSR,17/05/2016 21:58,06/11/2019 02:00,FALSE,2019-10-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1533676,47729651,NULL,Róbert Cibulka,Spišská Nová Ves,Hutnícka 3419/5,5201,31/07/2017,26/09/2016,FALSE,SUSR,17/05/2016 23:39,01/08/2017 17:45,FALSE,2017-03-13,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,224233,37181696,1036287967,Jaroslav Lenarčič st.,Spišská Nová Ves,Muráňska 2576/19,5201,09/01/2019,02/11/2018,FALSE,SUSR,17/05/2016 22:10,10/01/2019 09:45,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,107,543284,810,8,463505,37179047,1020026029,Cyril Bartoš,Letanovce,Hanulova 139/27,5313,31/07/2017,16/10/2000,FALSE,SUSR,17/05/2016 22:33,01/08/2017 09:57,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Letanovce,Letanovce,Živ. a SHR roľník,"Entrepreneur,priv.farm.",Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1525397,35510731,NULL,Roman Lipták,Spišská Nová Ves,Koceľova 1681/23,5201,08/01/2021,04/06/2015,FALSE,SUSR,17/05/2016 23:38,09/01/2021 06:13,FALSE,2020-12-08,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,27236,10756027,1020682267,Ing. Peter Krajňák -SPEEDSERVIS dopravná a cestovná agentúra,Spišská Nová Ves,Pohronská 1,5201,31/07/2017,24/04/1992,FALSE,SUSR,17/05/2016 21:49,01/08/2017 02:18,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,337335,43657168,1076083437,Michal Štrauch,Spišská Nová Ves,Kamenárska 2694/3,5201,08/01/2021,03/11/2010,FALSE,SUSR,17/05/2016 22:21,09/01/2021 02:53,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
7,0,49390,112,526355,810,8,473101,36203904,2020034533,"TOURBUS SLOVAKIA, spoločnosť s ručením obmedzeným",Spišská Nová Ves,Zimná 79,5201,12/03/2018,16/01/2001,FALSE,SUSR,17/05/2016 22:34,16/03/2018 21:59,FALSE,2014-11-22,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Zahraničné,Foreign,0,0,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526509,801,8,1621237,50279165,NULL,Viktor Hritz,Gelnica,Geologická 863/4,5601,31/07/2017,05/04/2016,FALSE,SUSR,01/06/2016 15:00,01/08/2017 18:51,FALSE,2016-10-06,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,1,49390,101,526355,810,8,1213659,46647562,1074569518,Ján Kukla,Spišská Nová Ves,J. Wolkera 2414/32,5205,31/07/2017,01/05/2012,FALSE,SUSR,17/05/2016 23:27,01/08/2017 16:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1623501,48264423,NULL,Pavol Hanzely,Spišská Nová Ves,E. M. Šoltésovej 2750/25,5201,31/07/2017,08/04/2016,FALSE,SUSR,01/06/2016 15:00,01/08/2017 18:53,FALSE,2016-10-11,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526509,801,8,56112,32368691,1032505397,Štefan Šmida,Gelnica,Záhradná 3/9,5601,31/07/2017,31/12/1992,FALSE,SUSR,17/05/2016 21:52,01/08/2017 02:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1723996,51104814,NULL,Karol Vojtáš,Spišská Nová Ves,Banícka 1487/13,5201,05/02/2019,17/04/2018,FALSE,SUSR,07/10/2017 03:21,06/02/2019 03:14,FALSE,2018-12-18,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,741486,10766294,1023862048,Ján Végh,Spišská Nová Ves,Kolárska 2691/5,5201,12/03/2018,27/01/1992,FALSE,SUSR,17/05/2016 23:00,17/03/2018 00:30,FALSE,2012-06-30,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,498465,43580963,NULL,Ján Horváth,Spišská Nová Ves,Filinského cesta 9/56,5201,31/07/2017,16/04/2015,FALSE,SUSR,17/05/2016 22:37,01/08/2017 10:24,FALSE,2016-11-04,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1755813,51631091,NULL,Samuel Dobrocký,Spišská Nová Ves,Zámočnícka 2685/2,5201,05/06/2018,19/03/2018,FALSE,SUSR,10/05/2018 02:35,06/06/2018 07:50,FALSE,2018-04-24,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,525634,808,8,1474371,47171855,NULL,Gejza Spiššák,Dobšiná,SNP 592,4925,31/07/2017,07/05/2013,FALSE,SUSR,17/05/2016 23:33,01/08/2017 17:00,FALSE,2014-03-12,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,1,49390,101,526355,810,8,1630735,50338625,NULL,Miroslav Gavalier,Spišská Nová Ves,Trieda 1.mája 2224/45,5201,05/02/2019,11/05/2016,FALSE,SUSR,17/06/2016 02:07,06/02/2019 02:58,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,109,543586,810,8,1636094,50367889,NULL,Gabriel Paľuch,Spišské Tomášovce,Slovenského raja 31/38,5201,03/12/2019,01/09/2019,FALSE,SUSR,23/07/2016 02:05,04/12/2019 02:05,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišské Tomášovce,Spišské Tomášovce,Živ.a sl.povolanie,"Entrep,freelance ocup.",Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,543527,810,8,1482615,47400960,NULL,Martin Mikula,Slatvina,Slatvina 48,5361,31/07/2017,27/08/2013,FALSE,SUSR,17/05/2016 23:34,01/08/2017 17:08,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Slatvina,Slatvina,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,787736,44890893,1081704096,Rastislav Bučák,Spišská Nová Ves,Medza 3444/10,5201,05/08/2019,01/08/2018,FALSE,SUSR,17/05/2016 23:05,06/08/2019 02:12,FALSE,2019-07-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,112,526355,810,8,1188879,46545972,2023504505,Svenson Slovakia s. r. o.,Spišská Nová Ves,Odborárov 551/16,5201,09/06/2020,17/02/2012,FALSE,SUSR,17/05/2016 23:24,10/06/2020 02:07,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1483792,47445483,NULL,Ing. Stanislav Anderle,Spišská Nová Ves,Gorazdova 1734/29,5201,31/07/2017,27/09/2013,FALSE,SUSR,17/05/2016 23:34,01/08/2017 17:09,FALSE,2014-08-22,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1486228,47101075,NULL,Ján Dobšinský,Spišská Nová Ves,Javorová 2013/2,5201,31/07/2017,01/04/2013,FALSE,SUSR,17/05/2016 23:34,01/08/2017 17:11,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,794225,44812639,1081545542,Bc. Karol Depta,Spišská Nová Ves,Topoľová 2058/6,5201,31/07/2017,02/02/2017,FALSE,SUSR,17/05/2016 23:05,01/08/2017 14:20,FALSE,2017-04-06,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1485253,47223537,NULL,Miroslav Čabaník,Spišská Nová Ves,J. Wolkera 2036/13,5205,31/07/2017,20/06/2013,FALSE,SUSR,17/05/2016 23:34,01/08/2017 17:10,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
2,0,49390,101,526355,810,8,1485370,47193832,1077013146,Tomáš Gerda,Spišská Nová Ves,Duklianska 2709/58,5201,12/03/2018,01/06/2013,FALSE,SUSR,17/05/2016 23:34,17/03/2018 09:55,FALSE,2018-02-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,individual transportation industries,NULL
